No.,Ticker,Market Cap,Dividend Yield,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Price,Change,Volume
624,CINC,1252.92,,-27.20%,-33.00%,,52.00,52.00,0.00,0.00,,,,,29.07,1.11%,915168
625,CINF,17005.48,2.51%,-0.10%,-0.30%,21.40%,,,0.09,0.09,,-1.20%,-0.40%,2/6/2023 4:30:00 PM,107.93,-1.78%,475472
626,CIO,338.99,9.16%,28.30%,60.50%,2.30%,,,0.96,0.96,62.80%,21.50%,,11/7/2022 8:30:00 AM,9.10,4.24%,363902
627,CION,583.30,11.44%,3.10%,6.20%,4.20%,,,1.04,1.04,52.30%,46.30%,31.50%,11/10/2022 8:30:00 AM,10.77,-0.65%,166151
628,CIR,506.26,,-2.60%,-22.30%,-5.30%,2.30,1.50,4.11,4.11,30.50%,1.50%,-3.40%,11/14/2022 8:30:00 AM,26.04,2.00%,45204
629,CIVB,345.12,2.52%,1.20%,11.80%,19.10%,,,0.34,0.34,,92.60%,35.30%,10/27/2022 8:30:00 AM,22.48,1.35%,20900
630,CIVI,4723.18,3.53%,15.70%,23.10%,4.80%,0.90,0.90,0.07,0.00,95.00%,51.40%,32.40%,10/31/2022 4:30:00 PM,58.62,3.46%,432539
631,CL,63260.48,2.44%,12.30%,448.40%,32.90%,1.20,0.70,13.21,13.26,57.70%,17.20%,10.90%,1/27/2023 8:30:00 AM,76.84,-0.38%,6049632
632,CLAR,326.14,1.13%,4.00%,6.90%,6.50%,4.20,1.70,0.43,0.46,36.80%,6.70%,5.60%,11/7/2022 4:30:00 PM,9.23,4.18%,342532
633,CLBK,2323.29,,0.90%,8.30%,19.20%,,,0.65,0.65,,90.30%,30.20%,10/26/2022 4:30:00 PM,21.94,0.78%,78761
634,CLDT,598.28,2.23%,-0.50%,-0.90%,0.50%,,,0.59,0.59,78.00%,8.50%,-2.60%,11/8/2022 8:30:00 AM,12.84,2.39%,223576
635,CLDX,2133.46,,-25.80%,-27.70%,-16.90%,20.50,20.50,0.00,0.00,,,,,47.43,2.15%,390879
636,CLF,9351.36,,12.40%,38.20%,28.60%,2.30,0.80,0.64,0.00,16.50%,13.60%,10.50%,10/25/2022 8:30:00 AM,20.90,8.68%,25435657
637,CLFD,1214.05,,28.00%,37.80%,29.70%,3.10,1.50,0.13,0.13,41.70%,23.60%,18.20%,11/17/2022 4:30:00 PM,83.38,1.16%,754046
638,CLH,6246.47,,6.50%,22.70%,6.80%,2.00,1.70,1.36,1.37,31.20%,11.90%,7.60%,11/2/2022 8:30:00 AM,118.64,-0.89%,194212
639,CLIN,319.39,,,,,22.40,22.40,0.00,0.00,,,,,10.12,0.00%,10615
640,CLM,1638.62,18.40%,,,,,,,,,,,,8.00,-0.12%,2293281
641,CLMT,1368.69,,-8.10%,41.50%,-7.80%,0.60,0.30,,,7.70%,2.20%,-4.10%,11/9/2022 8:30:00 AM,16.94,0.47%,73518
642,CLNE,1204.07,,-5.20%,-6.70%,-12.10%,2.70,2.40,0.04,0.04,28.20%,-11.70%,-12.20%,11/8/2022 4:30:00 PM,5.85,2.45%,1439712
643,CLOV,516.51,,-24.40%,-95.90%,-114.70%,1.30,1.30,0.05,0.00,,-15.00%,-14.70%,11/7/2022 4:30:00 PM,1.24,5.08%,4989579
644,CLW,585.34,,3.60%,11.40%,1.60%,1.90,0.80,0.99,0.99,13.80%,6.80%,3.00%,10/31/2022 4:30:00 PM,35.92,1.93%,94259
645,CLX,17228.47,3.33%,6.50%,101.60%,14.30%,0.90,0.50,7.59,8.66,35.50%,7.60%,5.80%,2/2/2023 4:30:00 PM,142.82,0.61%,1016815
646,CMA,8707.08,4.00%,1.10%,16.10%,18.50%,,,0.65,0.65,,96.20%,44.10%,1/19/2023 8:30:00 AM,68.91,1.28%,1419745
647,CMAX,445.25,,-7.60%,-10.60%,-3.50%,4.80,4.80,0.39,0.39,12.80%,-7.10%,-8.80%,11/9/2022 8:30:00 AM,4.18,2.45%,647314
648,CMBM,572.90,,5.00%,9.80%,29.60%,2.40,1.80,0.19,0.22,47.50%,4.60%,4.00%,11/3/2022 4:30:00 PM,22.10,0.91%,122925
649,CMC,6403.38,1.14%,21.60%,41.30%,20.70%,2.50,1.70,0.34,0.46,20.80%,14.50%,13.70%,1/9/2023 8:30:00 AM,55.88,-0.52%,1301030
650,CMCO,973.60,0.79%,2.70%,5.70%,3.90%,2.10,1.20,0.57,0.63,35.70%,9.70%,4.80%,10/27/2022 8:30:00 AM,36.18,1.49%,84967
651,CMCSA,160133.06,2.85%,2.00%,6.00%,7.90%,0.80,0.80,1.19,1.22,68.40%,11.80%,4.50%,1/26/2023 8:30:00 AM,38.69,1.95%,20323141
652,CME,61254.45,2.28%,1.40%,9.50%,7.50%,1.00,1.00,0.12,0.12,,61.20%,53.10%,10/26/2022 8:30:00 AM,176.71,0.61%,1955855
653,CMG,39894.29,,12.20%,36.30%,28.10%,1.30,1.30,0.00,0.00,28.30%,12.10%,9.60%,10/25/2022 4:30:00 PM,1512.47,2.25%,278696
654,CMI,34235.76,2.51%,7.50%,22.50%,16.80%,1.40,0.80,0.65,0.97,23.80%,10.00%,7.30%,11/3/2022 8:30:00 AM,250.11,-0.02%,534592
655,CMP,1783.29,1.32%,-1.50%,-9.00%,0.60%,2.40,1.10,3.70,3.71,15.80%,3.40%,-2.00%,11/29/2022 4:30:00 PM,46.55,2.04%,355533
656,CMPO,381.82,,12.70%,-2.00%,-13.10%,1.50,1.00,,,56.90%,21.70%,3.40%,11/2/2022 4:30:00 PM,5.00,0.81%,338885
657,CMPX,657.29,,-28.60%,-31.40%,,12.80,12.80,0.00,0.00,,,,,5.01,-4.75%,131074
658,CMS,18638.11,2.81%,4.40%,19.70%,5.40%,1.20,0.70,1.91,2.06,62.60%,13.90%,15.50%,10/27/2022 8:30:00 AM,64.34,-1.61%,1459676
659,CMTG,2105.36,9.26%,1.90%,5.90%,5.00%,,,0.22,2.13,92.10%,71.80%,29.90%,11/9/2022 4:30:00 PM,16.21,1.44%,183331
660,CMTL,352.64,3.11%,-4.60%,-9.70%,-5.00%,1.40,0.90,0.33,0.33,36.90%,-7.40%,-9.00%,12/8/2022 4:30:00 PM,13.11,1.86%,572726
661,CNA,11573.32,3.68%,1.40%,8.80%,8.40%,,,0.34,0.34,,10.40%,7.70%,10/31/2022 8:30:00 AM,43.27,-0.60%,99097
662,CNC,43626.76,,2.50%,7.60%,3.40%,,,0.71,0.72,,1.60%,1.40%,10/25/2022 8:30:00 AM,78.18,-0.33%,3503535
663,CNDA,350.10,,3.70%,3.90%,,3.10,3.10,0.00,0.00,,,,,10.00,0.00%,509795
664,CNDT,925.74,,2.60%,8.40%,1.10%,1.80,1.80,1.05,1.08,22.50%,6.60%,2.60%,11/1/2022 4:30:00 PM,4.66,5.19%,866129
665,CNK,1179.05,,-3.30%,-65.10%,-8.20%,1.30,1.20,13.17,13.36,64.20%,0.50%,-6.50%,11/4/2022 8:30:00 AM,10.49,10.07%,9726574
666,CNM,5130.21,,7.30%,23.90%,11.60%,2.50,1.30,0.90,0.91,26.80%,11.60%,5.50%,12/13/2022 8:30:00 AM,21.46,-0.56%,376306
667,CNMD,2886.75,0.84%,-4.20%,-11.20%,6.70%,2.80,1.30,1.45,1.45,55.90%,0.20%,-7.70%,10/26/2022 4:30:00 PM,95.68,0.73%,651307
668,CNNE,1728.17,,-16.40%,-19.10%,-1.80%,2.40,2.40,0.04,0.04,14.40%,-23.30%,-82.10%,11/9/2022 4:30:00 PM,23.08,2.03%,558712
669,CNO,2661.32,2.37%,1.40%,15.10%,5.80%,,,3.00,3.00,,19.70%,12.80%,10/31/2022 4:30:00 PM,23.21,-1.69%,724207
670,CNOB,971.34,2.41%,1.40%,11.60%,19.20%,,,0.15,0.15,,82.10%,35.00%,10/27/2022 8:30:00 AM,25.97,1.09%,127325
671,CNP,18949.48,2.44%,4.20%,16.90%,4.90%,0.90,0.70,1.46,1.69,,20.70%,17.10%,11/1/2022 8:30:00 AM,31.07,-0.26%,4116823
672,CNS,3388.07,3.06%,37.60%,72.80%,80.20%,,,0.00,0.00,85.20%,41.50%,33.80%,10/19/2022 4:30:00 PM,72.50,0.68%,103370
673,CNSL,472.80,,0.50%,3.90%,4.20%,2.40,2.40,3.01,3.02,54.60%,-14.80%,1.70%,11/1/2022 8:30:00 AM,4.45,4.95%,291321
674,CNX,2860.13,,-8.20%,-25.50%,21.00%,0.30,0.30,0.97,1.14,83.80%,67.10%,-17.70%,1/26/2023 8:30:00 AM,16.68,2.58%,2178721
675,CNXC,7133.33,0.79%,7.10%,16.70%,12.30%,1.70,1.70,0.91,0.91,35.50%,10.10%,7.30%,1/19/2023 4:30:00 PM,144.07,3.67%,180642
676,CNXN,1248.60,,8.40%,12.90%,10.20%,2.80,2.20,0.00,0.00,16.60%,4.00%,2.90%,11/3/2022 4:30:00 PM,48.90,1.47%,31127
677,COCO,771.29,,3.50%,5.50%,15.60%,2.90,1.80,0.07,0.07,24.30%,0.60%,1.70%,11/9/2022 8:30:00 AM,13.42,-0.37%,272697
678,CODI,1433.77,4.87%,1.40%,5.30%,4.20%,3.20,1.20,2.06,2.07,39.50%,9.40%,2.10%,11/3/2022 4:30:00 PM,21.26,3.45%,223269
679,COF,37616.49,2.36%,1.90%,16.20%,22.90%,,,1.01,1.01,,78.00%,28.30%,1/24/2023 4:30:00 PM,101.02,-0.76%,2581588
680,COGT,795.81,,-44.20%,-70.70%,,12.60,12.60,0.00,0.00,,,,,12.35,4.13%,1192201
681,COHR,5234.73,,0.40%,1.00%,7.00%,2.90,1.70,0.98,1.01,36.30%,8.10%,0.90%,11/9/2022 8:30:00 AM,40.59,3.15%,1128257
682,COHU,1594.74,,7.80%,10.80%,17.30%,4.40,3.40,0.08,0.09,46.00%,14.20%,11.80%,10/27/2022 4:30:00 PM,35.84,2.17%,148263
683,COIN,10019.59,,-1.70%,-18.40%,37.60%,1.10,1.10,0.60,0.60,79.30%,-24.40%,-22.10%,11/3/2022 4:30:00 PM,47.55,8.59%,20427534
684,COKE,4498.81,0.40%,9.40%,38.50%,24.80%,1.40,1.00,0.60,0.60,36.00%,9.20%,5.50%,11/1/2022 4:30:00 PM,489.10,-1.39%,33499
685,COLB,2223.52,4.11%,1.10%,9.60%,18.00%,,,0.01,0.01,,96.20%,36.50%,10/20/2022 8:30:00 AM,29.51,1.13%,1538255
686,COLD,8133.62,2.86%,-0.40%,-0.80%,1.00%,,,0.83,0.83,23.00%,2.20%,-1.10%,11/3/2022 4:30:00 PM,31.39,1.98%,1899940
687,COLL,899.71,,-3.90%,-21.60%,20.40%,1.00,0.80,2.95,3.67,43.80%,-3.50%,-11.80%,11/3/2022 4:30:00 PM,28.74,4.97%,292415
688,COLM,5563.21,1.30%,11.90%,18.60%,17.80%,2.80,1.30,0.00,0.00,50.00%,13.10%,10.00%,10/27/2022 4:30:00 PM,91.95,-0.09%,345777
689,COMM,1509.38,,-2.50%,87.40%,1.30%,1.80,1.00,,,30.00%,3.10%,-3.50%,11/3/2022 8:30:00 AM,8.48,13.22%,6649542
690,COMP,1384.96,,-36.20%,-81.50%,-57.00%,1.20,1.20,0.00,0.06,17.80%,-9.30%,-9.50%,11/10/2022 4:30:00 PM,3.64,8.98%,3796587
691,CONX,933.19,,4.50%,4.70%,,0.40,0.40,0.00,0.00,,,,,9.99,0.20%,5694
692,COO,16997.04,0.02%,3.30%,5.50%,4.20%,1.20,0.70,0.33,0.39,65.50%,15.30%,11.70%,12/8/2022 4:30:00 PM,349.45,-0.25%,227206
693,COOK,343.05,,-34.30%,-73.20%,-6.30%,2.10,0.70,1.19,1.23,35.90%,-50.50%,-55.60%,11/9/2022 4:30:00 PM,2.91,2.11%,410679
694,COOL,502.00,,4.30%,4.60%,,0.30,0.30,0.00,0.00,,,,,10.06,0.20%,300
695,COOLU,502.49,,,,,,,,,,,,,10.07,0.00%,0
696,COOP,3145.28,,7.90%,27.80%,13.70%,,,1.40,1.78,,59.10%,38.70%,10/26/2022 8:30:00 AM,44.30,-0.87%,290882
697,COP,145515.60,4.39%,19.40%,37.30%,10.80%,1.50,1.40,0.33,0.35,48.90%,34.20%,24.10%,2/2/2023 8:30:00 AM,120.16,1.62%,5066909
698,CORT,2247.46,,24.30%,27.50%,29.80%,8.50,8.40,0.00,0.00,98.70%,31.90%,29.40%,11/3/2022 4:30:00 PM,21.86,4.00%,704790
699,COST,200359.05,0.74%,9.20%,28.90%,20.40%,1.00,0.50,0.30,0.30,12.00%,3.40%,2.50%,12/8/2022 4:30:00 PM,482.43,-0.39%,1626441
700,COTY,7708.66,,0.70%,2.50%,1.00%,0.70,0.40,1.46,1.47,63.90%,7.40%,1.60%,11/8/2022 8:30:00 AM,9.42,1.40%,6465310
701,COUP,6029.50,,-10.60%,-73.70%,-9.60%,1.80,1.80,7.62,7.62,59.80%,-33.30%,-41.20%,12/12/2022 8:30:00 AM,79.30,0.13%,3335995
702,COUR,1921.64,,-18.00%,-23.70%,-19.60%,3.80,3.80,0.00,0.00,63.40%,-34.00%,-34.50%,10/26/2022 4:30:00 PM,13.07,-0.23%,429230
703,COWN,1082.72,1.24%,1.40%,11.70%,6.00%,,,0.18,3.18,75.80%,8.30%,7.50%,10/28/2022 4:30:00 PM,38.71,0.00%,327450
704,CPAR,454.13,,8.50%,8.80%,,3.80,3.80,0.00,0.00,,,,,10.14,0.10%,184844
705,CPARU,454.06,,,,,,,,,,,,,10.14,0.00%,1400
706,CPB,16405.29,2.66%,6.60%,23.40%,11.60%,0.80,0.30,1.15,1.40,30.80%,13.70%,8.90%,12/7/2022 8:30:00 AM,54.73,-1.62%,2886329
707,CPE,2237.84,,21.00%,55.30%,21.80%,0.40,0.40,0.84,0.84,72.40%,50.80%,38.00%,11/2/2022 4:30:00 PM,39.44,5.85%,1438508
708,CPF,555.76,4.96%,1.00%,15.70%,30.10%,,,0.24,0.24,,99.70%,34.20%,10/21/2022 8:30:00 AM,21.52,2.57%,149285
709,CPK,2108.57,1.73%,4.10%,10.80%,6.50%,0.50,0.40,0.72,0.95,62.20%,20.90%,13.20%,11/2/2022 4:30:00 PM,122.79,-0.71%,73094
710,CPRT,28825.91,,20.00%,24.00%,23.90%,4.70,4.60,0.00,0.00,44.40%,37.40%,30.00%,11/16/2022 4:30:00 PM,62.56,0.32%,2060655
711,CPRX,1980.60,,24.70%,28.50%,19.00%,6.20,6.00,0.00,0.00,84.10%,43.70%,34.90%,11/9/2022 4:30:00 PM,20.97,5.86%,2711582
712,CPSI,411.12,,4.30%,8.00%,6.20%,1.80,1.70,0.59,0.60,48.50%,8.50%,5.80%,11/1/2022 4:30:00 PM,28.98,1.51%,64525
713,CPT,12121.33,3.18%,7.80%,14.80%,1.70%,,,0.66,0.73,62.60%,46.00%,50.80%,2/2/2023 4:30:00 PM,118.33,0.04%,804532
714,CPUH,1099.76,,3.90%,4.10%,,0.80,0.80,0.00,0.00,,,,,10.22,0.15%,24235
715,CPZ,313.90,10.49%,,,,,,,,,,,,16.10,0.50%,41649
716,CQP,27115.45,5.53%,,,,,,,,,,,11/3/2022 8:30:00 AM,57.42,2.50%,93969
717,CR,5837.91,1.78%,8.60%,21.10%,15.70%,1.40,1.00,0.49,0.73,38.90%,21.30%,11.30%,1/23/2023 4:30:00 PM,107.99,2.13%,300534
718,CRAI,849.52,1.20%,8.40%,22.70%,21.00%,1.10,1.10,0.00,0.22,30.60%,10.50%,8.00%,11/3/2022 8:30:00 AM,121.97,1.22%,44670
719,CRBG,13474.05,4.40%,,,,,,,,,,,11/9/2022 8:30:00 AM,21.10,1.01%,1928437
720,CRBU,428.89,,-21.30%,-25.40%,-16.90%,10.70,10.70,0.00,0.00,,,,,7.46,7.49%,486659
721,CRC,3112.78,2.60%,29.10%,71.20%,29.90%,0.90,0.90,0.32,0.00,71.10%,38.00%,43.40%,11/2/2022 4:30:00 PM,44.93,3.48%,885173
722,CRCT,2099.71,,6.40%,8.70%,20.80%,5.20,2.10,0.00,0.00,37.40%,9.50%,6.20%,11/8/2022 4:30:00 PM,9.85,5.01%,101894
723,CRDO,1877.94,,-2.30%,-2.70%,-6.60%,7.10,6.10,0.00,0.00,58.90%,-5.20%,-5.30%,11/30/2022 4:30:00 PM,13.94,3.95%,898397
724,CRF,755.82,18.09%,,,,,,,,,,,,7.79,0.13%,1073165
725,CRGY,2081.99,5.55%,,,28.20%,0.60,0.60,1.63,1.63,,,,11/9/2022 4:30:00 PM,12.86,4.89%,287870
726,CRI,3154.87,3.60%,8.30%,27.00%,20.50%,2.40,0.80,0.93,0.00,46.10%,10.50%,7.00%,10/28/2022 8:30:00 AM,82.85,-0.58%,429598
727,CRK,3313.72,4.05%,9.70%,40.80%,14.80%,0.60,0.60,1.40,1.40,81.20%,61.10%,14.60%,11/1/2022 4:30:00 PM,12.93,4.61%,3899557
728,CRL,12576.65,,6.00%,16.80%,10.20%,1.40,1.10,1.12,1.12,37.30%,18.10%,11.50%,11/2/2022 8:30:00 AM,232.25,-5.95%,802159
729,CRM,140599.36,,0.30%,0.50%,0.60%,1.10,1.10,0.16,0.18,72.70%,1.20%,0.90%,11/30/2022 4:30:00 PM,149.60,3.24%,11672100
730,CRMT,464.15,,5.20%,13.10%,11.40%,,,1.12,0.00,43.60%,7.70%,4.70%,11/16/2022 4:30:00 PM,78.79,3.55%,53488
731,CRNC,863.48,,-19.80%,-33.00%,-30.10%,1.50,1.50,0.36,0.38,70.40%,-56.20%,-94.80%,11/29/2022 8:30:00 AM,21.63,-0.28%,274629
732,CRNX,879.84,,-40.20%,-43.60%,-32.50%,15.40,15.40,0.00,0.00,,,,11/14/2022 8:30:00 AM,16.87,1.20%,646682
733,CROX,7481.69,,14.70%,150.00%,94.80%,2.00,1.10,4.12,4.15,54.30%,24.70%,17.40%,11/3/2022 8:30:00 AM,127.11,3.81%,1693939
734,CRS,1984.35,1.86%,-1.40%,-3.10%,-0.80%,2.80,1.30,0.53,0.00,9.10%,-0.20%,-2.10%,10/27/2022 8:30:00 AM,43.75,1.82%,226300
735,CRSR,1482.56,,-3.80%,-8.90%,14.60%,1.60,0.80,0.46,0.47,21.60%,-2.90%,-3.30%,11/3/2022 4:30:00 PM,14.59,-2.93%,715068
736,CRUS,4435.53,,16.60%,21.90%,20.30%,3.40,2.80,0.00,0.00,51.80%,21.40%,17.80%,11/1/2022 4:30:00 PM,84.27,0.56%,626457
737,CRVL,2563.06,,15.70%,31.20%,31.30%,1.40,1.40,0.00,0.00,22.40%,12.10%,9.40%,11/1/2022 8:30:00 AM,154.41,1.75%,73784
738,CRWD,22776.57,,-4.40%,-15.20%,-12.20%,1.80,1.80,0.56,0.56,73.50%,-7.50%,-8.70%,11/29/2022 4:30:00 PM,97.98,1.01%,4788683
739,CSCO,196135.31,3.09%,12.30%,28.80%,22.90%,1.50,1.30,0.19,0.22,62.20%,26.90%,22.00%,11/16/2022 4:30:00 PM,49.00,-0.43%,14240924
740,CSGP,31894.64,,4.50%,5.60%,4.80%,15.40,15.40,0.15,0.15,81.50%,21.90%,16.00%,10/25/2022 4:30:00 PM,80.32,-0.53%,1668898
741,CSGS,1795.84,1.85%,3.10%,10.50%,11.80%,1.60,1.60,1.10,1.25,48.20%,6.00%,3.80%,2/1/2023 4:30:00 PM,58.20,1.34%,102914
742,CSII,582.68,,-12.10%,-15.50%,-13.40%,6.20,5.20,0.08,0.08,72.30%,-16.30%,-16.40%,11/3/2022 8:30:00 AM,13.96,-0.29%,173101
743,CSL,12371.10,1.22%,11.70%,31.20%,8.50%,1.80,1.30,0.75,0.96,32.40%,18.70%,13.50%,10/27/2022 4:30:00 PM,241.93,-1.75%,267826
744,CSQ,2543.07,8.94%,,,,,,,,,,,,14.00,1.74%,232411
745,CSR,896.20,4.75%,-1.30%,-3.70%,0.10%,,,1.42,1.42,54.20%,1.30%,-10.40%,10/31/2022 4:30:00 PM,62.75,2.02%,77258
746,CSTL,672.40,,-11.60%,-12.90%,-7.60%,9.40,9.30,0.00,0.00,78.10%,-52.70%,-42.80%,11/2/2022 4:30:00 PM,26.03,2.24%,122482
747,CSTR,382.12,2.23%,1.30%,11.30%,19.40%,,,0.09,0.09,,90.00%,39.40%,1/19/2023 4:30:00 PM,18.09,0.84%,28587
748,CSV,430.50,1.48%,4.00%,37.20%,8.50%,0.70,0.60,4.43,4.46,32.30%,23.30%,12.50%,10/26/2022 4:30:00 PM,30.21,-0.49%,68553
749,CSWC,524.22,11.40%,4.40%,10.20%,4.50%,,,1.27,1.27,76.60%,55.40%,47.70%,10/31/2022 4:30:00 PM,18.68,2.41%,255434
750,CSWI,1887.68,0.54%,8.20%,17.50%,10.20%,2.90,1.40,0.56,0.56,41.60%,17.00%,11.70%,11/3/2022 8:30:00 AM,128.88,1.73%,64983
751,CSX,65489.94,1.23%,10.00%,31.00%,14.80%,1.70,1.60,1.39,1.40,71.60%,40.80%,28.10%,1/25/2023 4:30:00 PM,32.49,0.12%,10568689
752,CTAQ,521.83,,2.30%,2.40%,,0.20,0.20,0.00,0.00,,,,,10.20,0.20%,85704
753,CTAQU,518.27,,,,,,,,,,,,,10.16,0.00%,6
754,CTAS,45296.13,1.01%,15.10%,36.70%,21.70%,1.70,1.40,0.77,0.93,46.50%,18.90%,14.70%,12/21/2022 8:30:00 AM,446.23,-1.70%,411759
755,CTBI,811.76,3.80%,1.40%,12.20%,19.40%,,,0.10,0.10,,87.40%,42.60%,,46.70,0.73%,44710
756,CTIC,700.23,,-97.30%,971.20%,,3.30,3.20,,,92.90%,,,11/7/2022 4:30:00 PM,5.79,3.76%,3260883
757,CTKB,1390.62,,-0.20%,-0.20%,1.50%,10.70,9.50,0.00,0.00,61.60%,-0.30%,-0.60%,11/9/2022 4:30:00 PM,11.16,3.53%,675184
758,CTLP,331.11,,-3.90%,-6.30%,-1.70%,1.50,1.30,0.09,0.10,29.20%,-4.60%,-4.40%,11/7/2022 4:30:00 PM,4.82,2.34%,275791
759,CTLT,8622.86,,4.10%,9.00%,7.40%,2.90,2.10,0.87,0.89,32.60%,14.10%,8.70%,11/1/2022 8:30:00 AM,49.35,-0.22%,1789394
760,CTO,422.85,8.12%,2.50%,4.40%,3.70%,,,0.80,0.00,67.10%,26.50%,22.30%,10/27/2022 4:30:00 PM,18.94,1.23%,91383
761,CTOS,1639.57,,0.20%,0.50%,-5.00%,1.40,0.40,1.58,1.59,23.10%,4.30%,0.30%,11/8/2022 4:30:00 PM,7.07,1.73%,281742
762,CTRA,18993.77,10.09%,19.50%,32.80%,8.20%,1.70,1.60,0.17,0.18,84.40%,57.60%,44.10%,11/3/2022 4:30:00 PM,25.39,2.84%,8086900
763,CTRE,1811.62,5.75%,-0.20%,-0.50%,6.00%,,,0.95,0.95,97.80%,15.00%,-2.10%,11/8/2022 4:30:00 PM,19.42,1.57%,556958
764,CTS,1365.51,0.36%,7.60%,11.20%,18.60%,2.70,2.20,0.17,0.17,36.10%,15.60%,9.30%,10/26/2022 8:30:00 AM,45.46,1.91%,86964
765,CTSH,30452.96,1.76%,13.40%,19.60%,16.80%,2.30,2.30,0.05,0.05,36.40%,15.60%,12.10%,11/2/2022 4:30:00 PM,65.10,5.85%,11734451
766,CTVA,42923.35,0.97%,3.30%,5.40%,2.00%,1.70,1.10,0.05,0.11,40.60%,9.00%,8.00%,2/1/2023 4:30:00 PM,62.58,0.81%,2888512
767,CUBE,9349.03,4.66%,3.90%,8.90%,4.20%,,,1.08,0.00,70.80%,30.00%,26.20%,10/27/2022 4:30:00 PM,42.44,0.83%,984322
768,CUBI,917.93,,1.50%,23.60%,34.90%,,,0.24,0.24,,76.70%,35.10%,10/26/2022 4:30:00 PM,29.50,1.62%,435458
769,CUK,11941.25,,-17.40%,-93.90%,-17.10%,0.70,0.60,3.40,4.07,7.00%,-62.40%,-75.50%,,9.22,4.65%,2230561
770,CURV,359.75,,5.50%,-12.80%,-0.40%,0.80,0.10,,,34.20%,9.10%,2.50%,12/8/2022 4:30:00 PM,3.57,0.00%,56454
771,CUTR,550.52,,-22.40%,-225.70%,4.00%,3.70,3.20,19.41,19.46,55.60%,-27.60%,-31.30%,11/3/2022 4:30:00 PM,28.84,3.78%,886340
772,CUZ,3743.53,5.02%,4.20%,6.70%,2.50%,,,0.49,0.00,65.80%,23.00%,40.90%,10/27/2022 4:30:00 PM,26.09,2.23%,1429870
773,CVBF,3431.50,3.21%,1.30%,10.70%,17.10%,,,0.00,0.00,,98.80%,44.80%,10/19/2022 4:30:00 PM,25.43,1.88%,852531
774,CVCO,2203.34,,22.60%,31.20%,22.40%,2.70,1.90,0.01,0.01,26.00%,14.00%,12.70%,11/3/2022 4:30:00 PM,256.25,2.34%,53333
775,CVEO,428.47,,3.90%,8.50%,0.50%,1.40,1.30,0.36,0.46,29.70%,5.30%,3.60%,10/28/2022 8:30:00 AM,32.62,2.32%,33646
776,CVGW,543.18,0.93%,-1.40%,-2.80%,1.20%,1.20,0.90,0.03,0.03,6.20%,0.50%,-0.50%,12/20/2022 4:30:00 PM,31.21,0.32%,126997
777,CVI,3093.28,5.12%,7.90%,53.50%,4.70%,1.10,0.70,2.83,2.84,8.90%,6.70%,3.30%,10/31/2022 4:30:00 PM,31.59,0.99%,665416
778,CVII,1730.15,,3.80%,4.00%,,1.70,1.70,0.00,0.00,,,,,10.03,0.10%,64345
779,CVLG,479.67,0.89%,16.60%,31.80%,12.00%,1.30,1.30,0.19,0.24,58.40%,10.50%,9.50%,1/25/2023 4:30:00 PM,36.52,1.64%,72069
780,CVLT,2409.74,,3.30%,10.00%,12.40%,1.30,1.30,0.00,0.00,83.90%,5.10%,3.30%,11/1/2022 8:30:00 AM,54.92,-0.97%,518776
781,CVNA,1071.67,,-10.00%,-290.20%,-5.00%,2.40,1.00,24.15,27.02,10.80%,-11.20%,-6.00%,11/3/2022 4:30:00 PM,8.03,46.00%,86705435
782,CVRX,323.22,,-29.70%,-31.40%,-17.00%,16.80,16.00,0.00,0.00,76.40%,,,11/1/2022 4:30:00 PM,14.91,3.47%,78466
783,CVS,116447.93,2.70%,1.40%,4.30%,7.80%,0.90,0.70,0.72,0.74,39.20%,2.00%,1.00%,11/2/2022 8:30:00 AM,89.18,-0.64%,10458912
784,CVT,2779.60,,-4.50%,-6.40%,-3.10%,0.60,0.60,0.10,0.10,61.00%,-13.70%,-17.00%,11/3/2022 4:30:00 PM,5.67,0.00%,174326
785,CVX,336240.33,3.24%,13.60%,22.90%,6.70%,1.40,1.20,0.13,0.15,39.20%,17.20%,15.00%,1/27/2023 8:30:00 AM,177.08,1.07%,6890053
786,CW,6229.39,0.45%,6.20%,14.10%,10.20%,1.70,1.10,0.61,0.71,37.50%,15.10%,10.60%,11/2/2022 4:30:00 PM,167.79,-0.23%,187736
787,CWAN,4334.17,,-1.30%,-2.20%,7.00%,10.50,10.50,0.20,0.21,70.70%,0.70%,-1.70%,11/2/2022 4:30:00 PM,18.38,-1.18%,453717
788,CWEN,6749.19,4.30%,,,,,,,,,,,11/2/2022 8:30:00 AM,34.53,1.17%,583719
789,CWEN-A,6641.34,4.54%,4.40%,27.50%,2.10%,1.80,1.80,2.85,3.06,63.30%,,45.30%,,32.80,1.42%,155090
790,CWH,2046.18,9.69%,4.30%,115.20%,26.50%,1.40,0.20,7.15,11.61,33.30%,9.10%,2.80%,11/1/2022 4:30:00 PM,25.54,-0.97%,647944
791,CWST,4056.55,,4.00%,11.90%,6.20%,1.20,1.10,1.19,1.21,33.50%,9.00%,5.10%,10/27/2022 4:30:00 PM,79.00,-3.27%,224059
